Frame;Time;lat_f;lon_f;Alt_m;Alt_m;Alt_ft;Sat;Bat;;Tb;;Pressure;;Ti;;Hi;%;To;;Ho;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3791;075011h;50.197845N;19.800728E;8161m;8161;26775ft;13;2810;mV;2,45;C;36394;Pa;1.49;C;21,26;%;-13.50;C;6,69;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26775ft;Sat;;13;Bat;;2810;mV;Tb;;2,45;C;36394;Pa;Ti;;1.49;C;Hi;;21,26;C;To;;-13.50;C;Ho;;6,69;C;3791;075011h;50197845N;19800728E;8161m;26775ft;Sat;;13;Bat;;2810;mV;Tb;;2,45;C;36394;Pa;Ti;;1.49;C;Hi;;21,26;C;To;;-13.50;C;Ho;;6,69;C;3791;075011h;50197845N;19800728E;8161m;26775ft;Sat;;13;Bat;;2810;mV;Tb;;2,45;C;36394
3792;075013h;50.197830N;19.800940E;8177m;8177;26828ft;13;2829;mV;2,39;C;36328;Pa;1.46;C;21,25;%;-13.75;C;6,68;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26828ft;Sat;;13;Bat;;2829;mV;Tb;;2,39;C;36328;Pa;Ti;;1.46;C;Hi;;21,25;C;To;;-13.75;C;Ho;;6,68;C;3792;075013h;50197830N;19800940E;8177m;26828ft;Sat;;13;Bat;;2829;mV;Tb;;2,39;C;36328;Pa;Ti;;1.46;C;Hi;;21,25;C;To;;-13.75;C;Ho;;6,68;C;3792;075013h;50197830N;19800940E;8177m;26828ft;Sat;;13;Bat;;2829;mV;Tb;;2,39;C;36328
3793;075014h;50.197822N;19.801036E;8185m;8185;26854ft;13;2836;mV;2,36;C;36287;Pa;1.44;C;21,26;%;-13.95;C;6,7;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26854ft;Sat;;13;Bat;;2836;mV;Tb;;2,36;C;36287;Pa;Ti;;1.44;C;Hi;;21,26;C;To;;-13.95;C;Ho;;6,7;C;3793;075014h;50197822N;19801036E;8185m;26854ft;Sat;;13;Bat;;2836;mV;Tb;;2,36;C;36287;Pa;Ti;;1.44;C;Hi;;21,26;C;To;;-13.95;C;Ho;;6,7;C;3793;075014h;50197822N;19801036E;8185m;26854ft;Sat;;13;Bat;;2836;mV;Tb;;2,36;C;36287
3794;075015h;50.197803N;19.801125E;8194m;8194;26885ft;13;2817;mV;2,36;C;36243;Pa;1.41;C;21,25;%;-13.77;C;6,75;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26885ft;Sat;;13;Bat;;2817;mV;Tb;;2,36;C;36243;Pa;Ti;;1.41;C;Hi;;21,25;C;To;;-13.77;C;Ho;;6,75;C;3794;075015h;50197803N;19801125E;8194m;26885ft;Sat;;13;Bat;;2817;mV;Tb;;2,36;C;36243;Pa;Ti;;1.41;C;Hi;;21,25;C;To;;-13.77;C;Ho;;6,75;C;3794;075015h;50197803N;19801125E;8194m;26885ft;Sat;;13;Bat;;2817;mV;Tb;;2,36;C;36243
3795;075016h;50.197799N;19.801181E;8202m;8202;26910ft;13;2832;mV;2,33;C;36216;Pa;1.37;C;21,21;%;-13.79;C;6,72;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26910ft;Sat;;13;Bat;;2832;mV;Tb;;2,33;C;36216;Pa;Ti;;1.37;C;Hi;;21,21;C;To;;-13.79;C;Ho;;6,72;C;3795;075016h;50197799N;19801181E;8202m;26910ft;Sat;;13;Bat;;2832;mV;Tb;;2,33;C;36216;Pa;Ti;;1.37;C;Hi;;21,21;C;To;;-13.79;C;Ho;;6,72;C;3795;075016h;50197799N;19801181E;8202m;26910ft;Sat;;13;Bat;;2832;mV;Tb;;2,33;C;36216
3796;075017h;50.197804N;19.801237E;8208m;8208;26931ft;13;2834;mV;2,32;C;36187;Pa;1.34;C;21,3;%;-13.83;C;6,73;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26931ft;Sat;;13;Bat;;2834;mV;Tb;;2,32;C;36187;Pa;Ti;;1.34;C;Hi;;21,3;C;To;;-13.83;C;Ho;;6,73;C;3796;075017h;50197804N;19801237E;8208m;26931ft;Sat;;13;Bat;;2834;mV;Tb;;2,32;C;36187;Pa;Ti;;1.34;C;Hi;;21,3;C;To;;-13.83;C;Ho;;6,73;C;3796;075017h;50197804N;19801237E;8208m;26931ft;Sat;;13;Bat;;2834;mV;Tb;;2,32;C;36187
3797;075018h;50.197824N;19.801305E;8216m;8216;26956ft;13;2823;mV;2,26;C;36146;Pa;1.33;C;21,29;%;-13.88;C;6,73;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26956ft;Sat;;13;Bat;;2823;mV;Tb;;2,26;C;36146;Pa;Ti;;1.33;C;Hi;;21,29;C;To;;-13.88;C;Ho;;6,73;C;3797;075018h;50197824N;19801305E;8216m;26956ft;Sat;;13;Bat;;2823;mV;Tb;;2,26;C;36146;Pa;Ti;;1.33;C;Hi;;21,29;C;To;;-13.88;C;Ho;;6,73;C;3797;075018h;50197824N;19801305E;8216m;26956ft;Sat;;13;Bat;;2823;mV;Tb;;2,26;C;36146
3798;075019h;50.197844N;19.801371E;8224m;8224;26981ft;12;2835;mV;2,26;C;36095;Pa;1.31;C;21,24;%;-14.26;C;6,71;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26981ft;Sat;;12;Bat;;2835;mV;Tb;;2,26;C;36095;Pa;Ti;;1.31;C;Hi;;21,24;C;To;;-14.26;C;Ho;;6,71;C;3798;075019h;50197844N;19801371E;8224m;26981ft;Sat;;12;Bat;;2835;mV;Tb;;2,26;C;36095;Pa;Ti;;1.31;C;Hi;;21,24;C;To;;-14.26;C;Ho;;6,71;C;3798;075019h;50197844N;19801371E;8224m;26981ft;Sat;;12;Bat;;2835;mV;Tb;;2,26;C;36095
3799;075020h;50.197841N;19.801444E;8231m;8231;27006ft;13;2815;mV;2,23;C;36057;Pa;1.27;C;21,29;%;-13.91;C;6,79;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27006ft;Sat;;13;Bat;;2815;mV;Tb;;2,23;C;36057;Pa;Ti;;1.27;C;Hi;;21,29;C;To;;-13.91;C;Ho;;6,79;C;3799;075020h;50197841N;19801444E;8231m;27006ft;Sat;;13;Bat;;2815;mV;Tb;;2,23;C;36057;Pa;Ti;;1.27;C;Hi;;21,29;C;To;;-13.91;C;Ho;;6,79;C;3799;075020h;50197841N;19801444E;8231m;27006ft;Sat;;13;Bat;;2815;mV;Tb;;2,23;C;36057
3800;075021h;50.197812N;19.801513E;8239m;8239;27031ft;13;2815;mV;2,21;C;36020;Pa;1.25;C;21,29;%;-14.30;C;6,74;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27031ft;Sat;;13;Bat;;2815;mV;Tb;;2,21;C;36020;Pa;Ti;;1.25;C;Hi;;21,29;C;To;;-14.30;C;Ho;;6,74;C;3800;075021h;50197812N;19801513E;8239m;27031ft;Sat;;13;Bat;;2815;mV;Tb;;2,21;C;36020;Pa;Ti;;1.25;C;Hi;;21,29;C;To;;-14.30;C;Ho;;6,74;C;3800;075021h;50197812N;19801513E;8239m;27031ft;Sat;;13;Bat;;2815;mV;Tb;;2,21;C;36020
3801;075022h;50.197760N;19.801562E;8246m;8246;27055ft;13;2810;mV;2,17;C;35992;Pa;1.24;C;21,29;%;-14.51;C;6,77;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27055ft;Sat;;13;Bat;;2810;mV;Tb;;2,17;C;35992;Pa;Ti;;1.24;C;Hi;;21,29;C;To;;-14.51;C;Ho;;6,77;C;3801;075022h;50197760N;19801562E;8246m;27055ft;Sat;;13;Bat;;2810;mV;Tb;;2,17;C;35992;Pa;Ti;;1.24;C;Hi;;21,29;C;To;;-14.51;C;Ho;;6,77;C;3801;075022h;50197760N;19801562E;8246m;27055ft;Sat;;13;Bat;;2810;mV;Tb;;2,17;C;35992
3802;075023h;50.197702N;19.801591E;8253m;8253;27079ft;13;2831;mV;2,16;C;35962;Pa;1.21;C;21,24;%;-14.45;C;6,75;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27079ft;Sat;;13;Bat;;2831;mV;Tb;;2,16;C;35962;Pa;Ti;;1.21;C;Hi;;21,24;C;To;;-14.45;C;Ho;;6,75;C;3802;075023h;50197702N;19801591E;8253m;27079ft;Sat;;13;Bat;;2831;mV;Tb;;2,16;C;35962;Pa;Ti;;1.21;C;Hi;;21,24;C;To;;-14.45;C;Ho;;6,75;C;3802;075023h;50197702N;19801591E;8253m;27079ft;Sat;;13;Bat;;2831;mV;Tb;;2,16;C;35962
3803;075024h;50.197657N;19.801592E;8258m;8258;27095ft;13;2831;mV;2,14;C;35942;Pa;1.20;C;21,22;%;-14.51;C;6,77;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27095ft;Sat;;13;Bat;;2831;mV;Tb;;2,14;C;35942;Pa;Ti;;1.20;C;Hi;;21,22;C;To;;-14.51;C;Ho;;6,77;C;3803;075024h;50197657N;19801592E;8258m;27095ft;Sat;;13;Bat;;2831;mV;Tb;;2,14;C;35942;Pa;Ti;;1.20;C;Hi;;21,22;C;To;;-14.51;C;Ho;;6,77;C;3803;075024h;50197657N;19801592E;8258m;27095ft;Sat;;13;Bat;;2831;mV;Tb;;2,14;C;35942
3804;075025h;50.197619N;19.801582E;8260m;8260;27100ft;13;2814;mV;2,1;C;35903;Pa;1.14;C;21,23;%;-14.53;C;6,74;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27100ft;Sat;;13;Bat;;2814;mV;Tb;;2,1;C;35903;Pa;Ti;;1.14;C;Hi;;21,23;C;To;;-14.53;C;Ho;;6,74;C;3804;075025h;50197619N;19801582E;8260m;27100ft;Sat;;13;Bat;;2814;mV;Tb;;2,1;C;35903;Pa;Ti;;1.14;C;Hi;;21,23;C;To;;-14.53;C;Ho;;6,74;C;3804;075025h;50197619N;19801582E;8260m;27100ft;Sat;;13;Bat;;2814;mV;Tb;;2,1;C;35903
3805;075026h;50.197596N;19.801569E;8266m;8266;27121ft;13;2840;mV;2,8;C;35862;Pa;1.13;C;21,22;%;-14.67;C;6,72;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27121ft;Sat;;13;Bat;;2840;mV;Tb;;2,8;C;35862;Pa;Ti;;1.13;C;Hi;;21,22;C;To;;-14.67;C;Ho;;6,72;C;3805;075026h;50197596N;19801569E;8266m;27121ft;Sat;;13;Bat;;2840;mV;Tb;;2,8;C;35862;Pa;Ti;;1.13;C;Hi;;21,22;C;To;;-14.67;C;Ho;;6,72;C;3805;075026h;50197596N;19801569E;8266m;27121ft;Sat;;13;Bat;;2840;mV;Tb;;2,8;C;35862
3806;075027h;50.197584N;19.801578E;8274m;8274;27147ft;13;2840;mV;2,4;C;35828;Pa;1.10;C;21,23;%;-14.51;C;6,77;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27147ft;Sat;;13;Bat;;2840;mV;Tb;;2,4;C;35828;Pa;Ti;;1.10;C;Hi;;21,23;C;To;;-14.51;C;Ho;;6,77;C;3806;075027h;50197584N;19801578E;8274m;27147ft;Sat;;13;Bat;;2840;mV;Tb;;2,4;C;35828;Pa;Ti;;1.10;C;Hi;;21,23;C;To;;-14.51;C;Ho;;6,77;C;3806;075027h;50197584N;19801578E;8274m;27147ft;Sat;;13;Bat;;2840;mV;Tb;;2,4;C;35828
3807;075028h;50.197580N;19.801614E;8283m;8283;27176ft;13;2839;mV;2,3;C;35793;Pa;1.8;C;21,22;%;-14.17;C;6,77;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27176ft;Sat;;13;Bat;;2839;mV;Tb;;2,3;C;35793;Pa;Ti;;1.8;C;Hi;;21,22;C;To;;-14.17;C;Ho;;6,77;C;3807;075028h;50197580N;19801614E;8283m;27176ft;Sat;;13;Bat;;2839;mV;Tb;;2,3;C;35793;Pa;Ti;;1.8;C;Hi;;21,22;C;To;;-14.17;C;Ho;;6,77;C;3807;075028h;50197580N;19801614E;8283m;27176ft;Sat;;13;Bat;;2839;mV;Tb;;2,3;C;35793
3808;075029h;50.197591N;19.801684E;8290m;8290;27200ft;13;2837;mV;2;C;35760;Pa;1.6;C;21,22;%;-14.55;C;6,74;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27200ft;Sat;;13;Bat;;2837;mV;Tb;;2;C;35760;Pa;Ti;;1.6;C;Hi;;21,22;C;To;;-14.55;C;Ho;;6,74;C;3808;075029h;50197591N;19801684E;8290m;27200ft;Sat;;13;Bat;;2837;mV;Tb;;2;C;35760;Pa;Ti;;1.6;C;Hi;;21,22;C;To;;-14.55;C;Ho;;6,74;C;3808;075029h;50197591N;19801684E;8290m;27200ft;Sat;;13;Bat;;2837;mV;Tb;;2;C;35760
3809;075030h;50.197608N;19.801771E;8297m;8297;27222ft;13;2842;mV;1,98;C;35748;Pa;1.4;C;21,2;%;-14.61;C;6,74;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27222ft;Sat;;13;Bat;;2842;mV;Tb;;1,98;C;35748;Pa;Ti;;1.4;C;Hi;;21,2;C;To;;-14.61;C;Ho;;6,74;C;3809;075030h;50197608N;19801771E;8297m;27222ft;Sat;;13;Bat;;2842;mV;Tb;;1,98;C;35748;Pa;Ti;;1.4;C;Hi;;21,2;C;To;;-14.61;C;Ho;;6,74;C;3809;075030h;50197608N;19801771E;8297m;27222ft;Sat;;13;Bat;;2842;mV;Tb;;1,98;C;35748
3810;075031h;50.197612N;19.801869E;8303m;8303;27243ft;13;2843;mV;1,96;C;35712;Pa;1.0;C;21,21;%;-14.75;C;6,75;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27243ft;Sat;;13;Bat;;2843;mV;Tb;;1,96;C;35712;Pa;Ti;;1.0;C;Hi;;21,21;C;To;;-14.75;C;Ho;;6,75;C;3810;075031h;50197612N;19801869E;8303m;27243ft;Sat;;13;Bat;;2843;mV;Tb;;1,96;C;35712;Pa;Ti;;1.0;C;Hi;;21,21;C;To;;-14.75;C;Ho;;6,75;C;3810;075031h;50197612N;19801869E;8303m;27243ft;Sat;;13;Bat;;2843;mV;Tb;;1,96;C;35712
3811;075032h;50.197596N;19.801969E;8310m;8310;27264ft;13;2840;mV;1,91;C;35686;Pa;0.96;C;21,2;%;-14.55;C;6,75;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27264ft;Sat;;13;Bat;;2840;mV;Tb;;1,91;C;35686;Pa;Ti;;0.96;C;Hi;;21,2;C;To;;-14.55;C;Ho;;6,75;C;3811;075032h;50197596N;19801969E;8310m;27264ft;Sat;;13;Bat;;2840;mV;Tb;;1,91;C;35686;Pa;Ti;;0.96;C;Hi;;21,2;C;To;;-14.55;C;Ho;;6,75;C;3811;075032h;50197596N;19801969E;8310m;27264ft;Sat;;13;Bat;;2840;mV;Tb;;1,91;C;35686
3812;075033h;50.197563N;19.802061E;8315m;8315;27283ft;13;2842;mV;1,9;C;35656;Pa;0.97;C;21,15;%;-14.51;C;6,66;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27283ft;Sat;;13;Bat;;2842;mV;Tb;;1,9;C;35656;Pa;Ti;;0.97;C;Hi;;21,15;C;To;;-14.51;C;Ho;;6,66;C;3812;075033h;50197563N;19802061E;8315m;27283ft;Sat;;13;Bat;;2842;mV;Tb;;1,9;C;35656;Pa;Ti;;0.97;C;Hi;;21,15;C;To;;-14.51;C;Ho;;6,66;C;3812;075033h;50197563N;19802061E;8315m;27283ft;Sat;;13;Bat;;2842;mV;Tb;;1,9;C;35656
3813;075034h;50.197523N;19.802141E;8322m;8322;27304ft;13;2843;mV;1,88;C;35633;Pa;0.94;C;21,17;%;-14.71;C;6,74;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27304ft;Sat;;13;Bat;;2843;mV;Tb;;1,88;C;35633;Pa;Ti;;0.94;C;Hi;;21,17;C;To;;-14.71;C;Ho;;6,74;C;3813;075034h;50197523N;19802141E;8322m;27304ft;Sat;;13;Bat;;2843;mV;Tb;;1,88;C;35633;Pa;Ti;;0.94;C;Hi;;21,17;C;To;;-14.71;C;Ho;;6,74;C;3813;075034h;50197523N;19802141E;8322m;27304ft;Sat;;13;Bat;;2843;mV;Tb;;1,88;C;35633
3814;075035h;50.197475N;19.802202E;8330m;8330;27331ft;13;2842;mV;1,85;C;35579;Pa;0.90;C;21,13;%;-14.78;C;6,75;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27331ft;Sat;;13;Bat;;2842;mV;Tb;;1,85;C;35579;Pa;Ti;;0.90;C;Hi;;21,13;C;To;;-14.78;C;Ho;;6,75;C;3814;075035h;50197475N;19802202E;8330m;27331ft;Sat;;13;Bat;;2842;mV;Tb;;1,85;C;35579;Pa;Ti;;0.90;C;Hi;;21,13;C;To;;-14.78;C;Ho;;6,75;C;3814;075035h;50197475N;19802202E;8330m;27331ft;Sat;;13;Bat;;2842;mV;Tb;;1,85;C;35579
3815;075036h;50.197419N;19.802235E;8337m;8337;27353ft;13;2844;mV;1,84;C;35557;Pa;0.87;C;21,13;%;-14.95;C;6,72;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27353ft;Sat;;13;Bat;;2844;mV;Tb;;1,84;C;35557;Pa;Ti;;0.87;C;Hi;;21,13;C;To;;-14.95;C;Ho;;6,72;C;3815;075036h;50197419N;19802235E;8337m;27353ft;Sat;;13;Bat;;2844;mV;Tb;;1,84;C;35557;Pa;Ti;;0.87;C;Hi;;21,13;C;To;;-14.95;C;Ho;;6,72;C;3815;075036h;50197419N;19802235E;8337m;27353ft;Sat;;13;Bat;;2844;mV;Tb;;1,84;C;35557
3816;075037h;50.197361N;19.802244E;8343m;8343;27372ft;13;2845;mV;1,82;C;35529;Pa;0.84;C;21,13;%;-14.93;C;6,67;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27372ft;Sat;;13;Bat;;2845;mV;Tb;;1,82;C;35529;Pa;Ti;;0.84;C;Hi;;21,13;C;To;;-14.93;C;Ho;;6,67;C;3816;075037h;50197361N;19802244E;8343m;27372ft;Sat;;13;Bat;;2845;mV;Tb;;1,82;C;35529;Pa;Ti;;0.84;C;Hi;;21,13;C;To;;-14.93;C;Ho;;6,67;C;3816;075037h;50197361N;19802244E;8343m;27372ft;Sat;;13;Bat;;2845;mV;Tb;;1,82;C;35529
3817;075038h;50.197306N;19.802228E;8349m;8349;27392ft;13;2843;mV;1,78;C;35488;Pa;0.80;C;21,11;%;-15.20;C;6,67;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27392ft;Sat;;13;Bat;;2843;mV;Tb;;1,78;C;35488;Pa;Ti;;0.80;C;Hi;;21,11;C;To;;-15.20;C;Ho;;6,67;C;3817;075038h;50197306N;19802228E;8349m;27392ft;Sat;;13;Bat;;2843;mV;Tb;;1,78;C;35488;Pa;Ti;;0.80;C;Hi;;21,11;C;To;;-15.20;C;Ho;;6,67;C;3817;075038h;50197306N;19802228E;8349m;27392ft;Sat;;13;Bat;;2843;mV;Tb;;1,78;C;35488
3818;075041h;50.197227N;19.802241E;8370m;8370;27462ft;13;2817;mV;1,72;C;35384;Pa;0.75;C;21,1;%;-14.92;C;6,67;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27462ft;Sat;;13;Bat;;2817;mV;Tb;;1,72;C;35384;Pa;Ti;;0.75;C;Hi;;21,1;C;To;;-14.92;C;Ho;;6,67;C;3818;075041h;50197227N;19802241E;8370m;27462ft;Sat;;13;Bat;;2817;mV;Tb;;1,72;C;35384;Pa;Ti;;0.75;C;Hi;;21,1;C;To;;-14.92;C;Ho;;6,67;C;3818;075041h;50197227N;19802241E;8370m;27462ft;Sat;;13;Bat;;2817;mV;Tb;;1,72;C;35384
3819;075042h;50.197163N;19.802320E;8375m;8375;27478ft;13;2817;mV;1,7;C;35353;Pa;0.72;C;21,11;%;-15.7;C;6,65;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27478ft;Sat;;13;Bat;;2817;mV;Tb;;1,7;C;35353;Pa;Ti;;0.72;C;Hi;;21,11;C;To;;-15.7;C;Ho;;6,65;C;3819;075042h;50197163N;19802320E;8375m;27478ft;Sat;;13;Bat;;2817;mV;Tb;;1,7;C;35353;Pa;Ti;;0.72;C;Hi;;21,11;C;To;;-15.7;C;Ho;;6,65;C;3819;075042h;50197163N;19802320E;8375m;27478ft;Sat;;13;Bat;;2817;mV;Tb;;1,7;C;35353
